mid,bid_px_1,bid_sz_1,ask_px_1,ask_sz_1,bid_px_2,bid_sz_2,ask_px_2,ask_sz_2,bid_px_3,bid_sz_3,ask_px_3,ask_sz_3
99.97339,99.958388671875,2.0,99.988388671875,1.0,99.948388671875,7.0,99.998388671875,1.0,99.93838867187499,9.0,100.00838867187501,5.0
99.96282,99.94782196044922,3.0,99.97782196044922,2.0,99.93782196044921,9.0,99.98782196044922,7.0,99.92782196044921,9.0,99.99782196044923,3.0
99.97879,99.96879028320312,6.0,99.98879028320313,5.0,99.95879028320311,3.0,99.99879028320314,4.0,99.94879028320311,6.0,100.00879028320314,1.0
99.989746,99.97974609375,3.0,99.99974609375,1.0,99.96974609374999,2.0,100.00974609375001,5.0,99.95974609374998,1.0,100.01974609375002,4.0
100.00213,99.99212860107421,8.0,100.01212860107422,1.0,99.98212860107421,4.0,100.02212860107423,1.0,99.9721286010742,4.0,100.03212860107423,5.0
100.01505,100.00005279541016,4.0,100.03005279541016,9.0,99.99005279541015,2.0,100.04005279541016,1.0,99.98005279541015,1.0,100.05005279541017,4.0
100.079315,100.07431518554688,1.0,100.08431518554687,3.0,100.06431518554687,9.0,100.09431518554688,8.0,100.05431518554687,1.0,100.10431518554688,9.0
100.067116,100.06211578369141,4.0,100.0721157836914,3.0,100.0521157836914,4.0,100.0821157836914,7.0,100.0421157836914,7.0,100.09211578369141,6.0
100.051735,100.0417349243164,7.0,100.06173492431641,2.0,100.0317349243164,4.0,100.07173492431642,1.0,100.02173492431639,7.0,100.08173492431642,4.0
100.027306,100.01730560302734,6.0,100.03730560302735,3.0,100.00730560302733,2.0,100.04730560302735,9.0,99.99730560302733,3.0,100.05730560302736,1.0
100.04579,100.04079162597657,9.0,100.05079162597656,3.0,100.03079162597656,9.0,100.06079162597656,5.0,100.02079162597656,8.0,100.07079162597657,6.0
100.07968,100.07468139648438,5.0,100.08468139648437,4.0,100.06468139648437,2.0,100.09468139648438,5.0,100.05468139648437,1.0,100.10468139648438,7.0
100.076256,100.06125579833984,1.0,100.09125579833984,5.0,100.05125579833984,6.0,100.10125579833985,1.0,100.04125579833983,4.0,100.11125579833985,3.0
100.05103,100.04603302001954,8.0,100.05603302001953,5.0,100.03603302001953,7.0,100.06603302001953,6.0,100.02603302001953,8.0,100.07603302001954,9.0
100.02628,100.01628326416015,4.0,100.03628326416016,4.0,100.00628326416015,8.0,100.04628326416017,4.0,99.99628326416014,5.0,100.05628326416017,2.0
100.04581,100.03080688476562,6.0,100.06080688476563,3.0,100.02080688476562,6.0,100.07080688476563,4.0,100.01080688476561,2.0,100.08080688476564,8.0
100.068115,100.053115234375,8.0,100.083115234375,4.0,100.043115234375,3.0,100.093115234375,1.0,100.03311523437499,7.0,100.10311523437501,3.0
100.08442,100.06941925048828,8.0,100.09941925048828,2.0,100.05941925048828,9.0,100.10941925048829,2.0,100.04941925048827,5.0,100.11941925048829,5.0
100.06444,100.04943786621094,6.0,100.07943786621094,8.0,100.03943786621093,6.0,100.08943786621094,8.0,100.02943786621093,8.0,100.09943786621095,8.0
100.07141,100.0614111328125,4.0,100.0814111328125,9.0,100.05141113281249,7.0,100.09141113281251,9.0,100.04141113281248,6.0,100.10141113281252,9.0
100.07491,100.05991302490234,7.0,100.08991302490234,2.0,100.04991302490234,6.0,100.09991302490235,7.0,100.03991302490233,7.0,100.10991302490235,9.0
100.081474,100.07647430419922,3.0,100.08647430419921,9.0,100.06647430419922,9.0,100.09647430419922,2.0,100.05647430419921,4.0,100.10647430419922,9.0
100.10764,100.10264312744141,8.0,100.1126431274414,2.0,100.0926431274414,2.0,100.1226431274414,8.0,100.0826431274414,6.0,100.13264312744141,5.0
100.11436,100.0993569946289,3.0,100.1293569946289,5.0,100.0893569946289,6.0,100.13935699462891,7.0,100.0793569946289,3.0,100.14935699462892,6.0
100.13475,100.12475036621093,5.0,100.14475036621094,8.0,100.11475036621093,4.0,100.15475036621095,7.0,100.10475036621092,9.0,100.16475036621095,7.0
100.13678,100.12177978515625,6.0,100.15177978515625,3.0,100.11177978515624,9.0,100.16177978515626,6.0,100.10177978515624,3.0,100.17177978515626,3.0
100.14546,100.14046203613282,8.0,100.15046203613281,1.0,100.13046203613281,7.0,100.16046203613281,5.0,100.1204620361328,1.0,100.17046203613282,6.0
100.16443,100.1494287109375,7.0,100.1794287109375,5.0,100.1394287109375,4.0,100.1894287109375,2.0,100.12942871093749,1.0,100.19942871093751,4.0
100.12064,100.11064361572265,1.0,100.13064361572266,9.0,100.10064361572265,6.0,100.14064361572267,3.0,100.09064361572264,9.0,100.15064361572267,2.0
100.11104,100.09603820800781,3.0,100.12603820800781,4.0,100.0860382080078,4.0,100.13603820800782,9.0,100.0760382080078,3.0,100.14603820800782,9.0
100.09692,100.08691619873046,3.0,100.10691619873047,6.0,100.07691619873046,7.0,100.11691619873048,4.0,100.06691619873045,2.0,100.12691619873048,4.0
100.07773,100.06772827148437,1.0,100.08772827148438,1.0,100.05772827148436,9.0,100.09772827148439,1.0,100.04772827148436,4.0,100.10772827148439,7.0
100.069466,100.06446563720704,5.0,100.07446563720703,1.0,100.05446563720703,8.0,100.08446563720703,6.0,100.04446563720703,8.0,100.09446563720704,8.0
100.11435,100.10434936523437,1.0,100.12434936523438,4.0,100.09434936523436,2.0,100.13434936523439,5.0,100.08434936523436,2.0,100.14434936523439,9.0
100.08834,100.07834075927734,3.0,100.09834075927735,9.0,100.06834075927733,7.0,100.10834075927735,4.0,100.05834075927733,2.0,100.11834075927736,4.0
100.11742,100.10741638183593,7.0,100.12741638183594,3.0,100.09741638183593,7.0,100.13741638183595,3.0,100.08741638183592,3.0,100.14741638183595,5.0
100.06687,100.06187164306641,4.0,100.0718716430664,4.0,100.0518716430664,3.0,100.0818716430664,7.0,100.0418716430664,3.0,100.09187164306641,7.0
100.056816,100.04181610107422,6.0,100.07181610107422,3.0,100.03181610107421,8.0,100.08181610107422,3.0,100.02181610107421,3.0,100.09181610107423,8.0
100.06171,100.05170654296874,7.0,100.07170654296876,1.0,100.04170654296874,6.0,100.08170654296876,8.0,100.03170654296873,7.0,100.09170654296877,6.0
100.0793,100.06429992675781,3.0,100.09429992675781,4.0,100.0542999267578,1.0,100.10429992675782,7.0,100.0442999267578,7.0,100.11429992675782,7.0
100.100655,100.08565460205078,2.0,100.11565460205078,6.0,100.07565460205078,7.0,100.12565460205079,2.0,100.06565460205077,5.0,100.13565460205079,9.0
100.12448,100.11448120117187,7.0,100.13448120117188,5.0,100.10448120117186,6.0,100.14448120117189,6.0,100.09448120117186,6.0,100.15448120117189,8.0
100.114006,100.09900604248047,3.0,100.12900604248047,9.0,100.08900604248046,6.0,100.13900604248047,6.0,100.07900604248046,3.0,100.14900604248048,4.0
100.10012,100.09012054443359,4.0,100.1101205444336,3.0,100.08012054443358,8.0,100.1201205444336,4.0,100.07012054443358,6.0,100.13012054443361,1.0
100.125885,100.12088500976563,8.0,100.13088500976562,2.0,100.11088500976562,8.0,100.14088500976563,9.0,100.10088500976562,5.0,100.15088500976563,8.0
100.12014,100.11014007568359,9.0,100.1301400756836,3.0,100.10014007568358,4.0,100.1401400756836,4.0,100.09014007568358,8.0,100.15014007568361,1.0
100.08182,100.06681762695312,1.0,100.09681762695313,3.0,100.05681762695312,6.0,100.10681762695313,2.0,100.04681762695311,5.0,100.11681762695314,9.0
100.0478,100.03279815673828,1.0,100.06279815673828,6.0,100.02279815673828,6.0,100.07279815673829,1.0,100.01279815673827,6.0,100.08279815673829,5.0
100.020195,100.00519500732422,3.0,100.03519500732422,3.0,99.99519500732421,7.0,100.04519500732422,7.0,99.98519500732421,2.0,100.05519500732423,2.0
100.03512,100.02511810302734,8.0,100.04511810302735,2.0,100.01511810302733,2.0,100.05511810302735,8.0,100.00511810302733,7.0,100.06511810302736,9.0
100.03939,100.02439056396484,9.0,100.05439056396484,2.0,100.01439056396484,3.0,100.06439056396485,3.0,100.00439056396483,1.0,100.07439056396485,8.0
100.06011,100.05011199951171,1.0,100.07011199951172,2.0,100.04011199951171,2.0,100.08011199951173,4.0,100.0301119995117,5.0,100.09011199951173,3.0
100.04729,100.03228698730469,2.0,100.06228698730469,6.0,100.02228698730468,4.0,100.0722869873047,4.0,100.01228698730468,8.0,100.0822869873047,9.0
100.05205,100.04704772949219,5.0,100.05704772949218,2.0,100.03704772949219,4.0,100.06704772949219,6.0,100.02704772949218,4.0,100.0770477294922,3.0
100.07082,100.0658236694336,3.0,100.07582366943359,3.0,100.0558236694336,4.0,100.0858236694336,7.0,100.04582366943359,1.0,100.0958236694336,1.0
100.06154,100.05153869628906,7.0,100.07153869628907,3.0,100.04153869628905,2.0,100.08153869628907,6.0,100.03153869628905,4.0,100.09153869628908,7.0
100.07525,100.07024871826172,2.0,100.08024871826171,5.0,100.06024871826172,4.0,100.09024871826172,7.0,100.05024871826171,5.0,100.10024871826172,4.0
100.055374,100.05037414550782,2.0,100.06037414550781,7.0,100.04037414550781,3.0,100.07037414550781,5.0,100.0303741455078,8.0,100.08037414550782,9.0
100.04448,100.03947937011719,1.0,100.04947937011718,7.0,100.02947937011719,7.0,100.05947937011719,3.0,100.01947937011718,6.0,100.0694793701172,2.0
100.03302,100.01802001953125,7.0,100.04802001953125,3.0,100.00802001953124,5.0,100.05802001953126,4.0,99.99802001953124,1.0,100.06802001953126,2.0
99.99713,99.98213134765625,5.0,100.01213134765625,2.0,99.97213134765624,1.0,100.02213134765626,4.0,99.96213134765624,9.0,100.03213134765626,4.0
100.01174,99.9967416381836,5.0,100.0267416381836,7.0,99.98674163818359,8.0,100.0367416381836,1.0,99.97674163818358,1.0,100.0467416381836,9.0
99.99766,99.9826577758789,2.0,100.0126577758789,6.0,99.9726577758789,9.0,100.02265777587891,9.0,99.9626577758789,3.0,100.03265777587892,8.0
99.99803,99.98803161621093,9.0,100.00803161621094,2.0,99.97803161621093,6.0,100.01803161621095,1.0,99.96803161621092,4.0,100.02803161621095,1.0
100.01246,100.00245880126953,8.0,100.02245880126954,6.0,99.99245880126952,3.0,100.03245880126954,4.0,99.98245880126952,4.0,100.04245880126955,7.0
100.025856,100.02085601806641,1.0,100.0308560180664,5.0,100.0108560180664,8.0,100.0408560180664,5.0,100.0008560180664,2.0,100.05085601806641,1.0
100.04582,100.03082214355469,7.0,100.06082214355469,2.0,100.02082214355468,1.0,100.0708221435547,2.0,100.01082214355468,4.0,100.0808221435547,8.0
100.04286,100.03786193847657,8.0,100.04786193847656,1.0,100.02786193847656,7.0,100.05786193847656,3.0,100.01786193847656,9.0,100.06786193847657,5.0
100.03016,100.02515899658204,3.0,100.03515899658203,8.0,100.01515899658203,4.0,100.04515899658203,4.0,100.00515899658203,7.0,100.05515899658204,5.0
100.02776,100.01776336669921,5.0,100.03776336669922,1.0,100.00776336669921,1.0,100.04776336669923,1.0,99.9977633666992,6.0,100.05776336669923,5.0
99.977135,99.96213470458984,9.0,99.99213470458984,2.0,99.95213470458984,9.0,100.00213470458985,9.0,99.94213470458983,6.0,100.01213470458985,5.0
99.93373,99.92873107910157,2.0,99.93873107910156,1.0,99.91873107910156,6.0,99.94873107910156,4.0,99.90873107910156,2.0,99.95873107910157,2.0
99.89407,99.88907348632813,6.0,99.89907348632812,7.0,99.87907348632812,6.0,99.90907348632813,1.0,99.86907348632812,1.0,99.91907348632813,1.0
99.86419,99.84918914794922,7.0,99.87918914794922,3.0,99.83918914794921,1.0,99.88918914794922,3.0,99.82918914794921,8.0,99.89918914794923,2.0
99.87617,99.86116729736328,5.0,99.89116729736328,2.0,99.85116729736328,9.0,99.90116729736329,5.0,99.84116729736327,7.0,99.91116729736329,1.0
99.84904,99.83903717041015,6.0,99.85903717041016,6.0,99.82903717041015,1.0,99.86903717041017,6.0,99.81903717041014,9.0,99.87903717041017,8.0
99.83771,99.83270751953125,9.0,99.84270751953125,7.0,99.82270751953125,1.0,99.85270751953125,2.0,99.81270751953124,9.0,99.86270751953126,2.0
99.87662,99.87161743164063,5.0,99.88161743164062,5.0,99.86161743164062,6.0,99.89161743164063,6.0,99.85161743164062,9.0,99.90161743164063,7.0
99.865944,99.86094390869141,1.0,99.8709439086914,1.0,99.8509439086914,4.0,99.8809439086914,4.0,99.8409439086914,9.0,99.89094390869141,4.0
99.88804,99.88303863525391,8.0,99.8930386352539,3.0,99.8730386352539,9.0,99.9030386352539,7.0,99.8630386352539,8.0,99.91303863525391,8.0
99.86006,99.85506164550782,6.0,99.86506164550781,4.0,99.84506164550781,6.0,99.87506164550781,7.0,99.8350616455078,5.0,99.88506164550782,3.0
99.85391,99.83891235351562,6.0,99.86891235351563,8.0,99.82891235351562,3.0,99.87891235351563,8.0,99.81891235351561,3.0,99.88891235351564,5.0
99.825455,99.81045471191406,4.0,99.84045471191406,3.0,99.80045471191406,9.0,99.85045471191407,9.0,99.79045471191405,3.0,99.86045471191407,3.0
99.8153,99.81029998779297,1.0,99.82029998779296,5.0,99.80029998779297,3.0,99.83029998779297,8.0,99.79029998779296,2.0,99.84029998779297,6.0
99.84046,99.83046173095703,6.0,99.85046173095704,2.0,99.82046173095702,5.0,99.86046173095704,6.0,99.81046173095702,4.0,99.87046173095705,8.0
99.78873,99.77872680664062,4.0,99.79872680664063,1.0,99.76872680664061,2.0,99.80872680664064,5.0,99.75872680664061,4.0,99.81872680664064,8.0
99.80173,99.78672729492187,2.0,99.81672729492188,6.0,99.77672729492187,5.0,99.82672729492188,1.0,99.76672729492186,6.0,99.83672729492189,5.0
99.808846,99.80384552001954,5.0,99.81384552001953,7.0,99.79384552001953,3.0,99.82384552001953,4.0,99.78384552001953,1.0,99.83384552001954,2.0
99.79105,99.77605377197266,6.0,99.80605377197266,2.0,99.76605377197265,5.0,99.81605377197266,2.0,99.75605377197265,4.0,99.82605377197267,2.0
99.747765,99.73776458740234,6.0,99.75776458740235,6.0,99.72776458740233,4.0,99.76776458740235,3.0,99.71776458740233,3.0,99.77776458740236,2.0
99.74992,99.73992370605468,5.0,99.75992370605469,7.0,99.72992370605468,1.0,99.7699237060547,3.0,99.71992370605467,8.0,99.7799237060547,9.0
99.73408,99.71907745361328,3.0,99.74907745361328,2.0,99.70907745361328,2.0,99.75907745361329,2.0,99.69907745361327,9.0,99.76907745361329,8.0
99.74104,99.72604309082031,7.0,99.75604309082031,4.0,99.7160430908203,5.0,99.76604309082032,8.0,99.7060430908203,8.0,99.77604309082032,5.0
99.74169,99.72669158935547,4.0,99.75669158935547,4.0,99.71669158935546,8.0,99.76669158935547,4.0,99.70669158935546,7.0,99.77669158935548,5.0
99.78963,99.78462707519532,2.0,99.79462707519531,6.0,99.77462707519531,5.0,99.80462707519531,4.0,99.7646270751953,7.0,99.81462707519532,1.0
99.782455,99.77745544433594,9.0,99.78745544433593,6.0,99.76745544433594,5.0,99.79745544433594,1.0,99.75745544433593,6.0,99.80745544433594,4.0
99.75182,99.74182342529296,1.0,99.76182342529297,5.0,99.73182342529296,6.0,99.77182342529298,3.0,99.72182342529295,1.0,99.78182342529298,9.0
99.75719,99.74218688964844,6.0,99.77218688964844,7.0,99.73218688964843,7.0,99.78218688964844,2.0,99.72218688964843,5.0,99.79218688964845,8.0
99.76377,99.75877105712891,9.0,99.7687710571289,1.0,99.7487710571289,3.0,99.7787710571289,4.0,99.7387710571289,6.0,99.78877105712891,2.0
99.80445,99.79945098876954,6.0,99.80945098876953,3.0,99.78945098876953,8.0,99.81945098876953,8.0,99.77945098876953,3.0,99.82945098876954,6.0
99.82945,99.82445251464844,4.0,99.83445251464843,7.0,99.81445251464844,3.0,99.84445251464844,2.0,99.80445251464843,3.0,99.85445251464844,9.0
99.84014,99.83514129638672,4.0,99.84514129638671,6.0,99.82514129638672,1.0,99.85514129638672,3.0,99.81514129638671,2.0,99.86514129638672,9.0
99.88397,99.86897216796875,7.0,99.89897216796875,3.0,99.85897216796874,6.0,99.90897216796876,6.0,99.84897216796874,8.0,99.91897216796876,2.0
99.84835,99.83335052490234,2.0,99.86335052490234,6.0,99.82335052490234,8.0,99.87335052490235,1.0,99.81335052490233,2.0,99.88335052490235,8.0
99.829185,99.82418548583985,7.0,99.83418548583984,5.0,99.81418548583984,4.0,99.84418548583984,8.0,99.80418548583984,8.0,99.85418548583985,3.0
99.80144,99.79643737792969,2.0,99.80643737792968,1.0,99.78643737792969,9.0,99.81643737792969,6.0,99.77643737792968,7.0,99.8264373779297,3.0
99.789764,99.77476440429687,7.0,99.80476440429688,7.0,99.76476440429687,5.0,99.81476440429688,7.0,99.75476440429686,5.0,99.82476440429689,4.0
99.74855,99.73855041503906,3.0,99.75855041503907,9.0,99.72855041503905,7.0,99.76855041503907,7.0,99.71855041503905,7.0,99.77855041503908,5.0
99.767555,99.7525552368164,2.0,99.7825552368164,6.0,99.7425552368164,1.0,99.79255523681641,3.0,99.7325552368164,6.0,99.80255523681642,5.0
99.7609,99.74590240478516,6.0,99.77590240478516,4.0,99.73590240478515,4.0,99.78590240478516,6.0,99.72590240478515,8.0,99.79590240478517,3.0
99.71689,99.70688842773437,6.0,99.72688842773438,1.0,99.69688842773436,9.0,99.73688842773439,6.0,99.68688842773436,3.0,99.74688842773439,6.0
99.68651,99.67150817871094,9.0,99.70150817871094,1.0,99.66150817871093,4.0,99.71150817871094,2.0,99.65150817871093,6.0,99.72150817871095,5.0
99.695885,99.68588470458984,9.0,99.70588470458985,5.0,99.67588470458983,4.0,99.71588470458985,1.0,99.66588470458983,3.0,99.72588470458986,9.0
99.72095,99.710947265625,9.0,99.730947265625,5.0,99.70094726562499,5.0,99.74094726562501,4.0,99.69094726562498,6.0,99.75094726562502,1.0
99.780685,99.77568542480469,5.0,99.78568542480468,6.0,99.76568542480469,5.0,99.79568542480469,4.0,99.75568542480468,3.0,99.8056854248047,7.0
99.867905,99.85790466308593,1.0,99.87790466308594,5.0,99.84790466308593,7.0,99.88790466308595,8.0,99.83790466308592,3.0,99.89790466308595,9.0
99.880325,99.87032531738281,4.0,99.89032531738282,6.0,99.8603253173828,8.0,99.90032531738282,3.0,99.8503253173828,2.0,99.91032531738283,4.0
99.85067,99.84566986083985,8.0,99.85566986083984,9.0,99.83566986083984,6.0,99.86566986083984,9.0,99.82566986083984,1.0,99.87566986083985,6.0
99.786804,99.77680419921874,3.0,99.79680419921876,3.0,99.76680419921874,5.0,99.80680419921876,6.0,99.75680419921873,2.0,99.81680419921877,6.0
99.79482,99.7798226928711,1.0,99.8098226928711,8.0,99.76982269287109,6.0,99.8198226928711,4.0,99.75982269287108,7.0,99.8298226928711,6.0
99.770485,99.7554849243164,1.0,99.7854849243164,1.0,99.7454849243164,6.0,99.79548492431641,3.0,99.7354849243164,3.0,99.80548492431642,4.0
99.75805,99.74304901123047,2.0,99.77304901123047,9.0,99.73304901123046,4.0,99.78304901123047,2.0,99.72304901123046,1.0,99.79304901123048,8.0
99.73973,99.73473083496094,4.0,99.74473083496093,7.0,99.72473083496094,5.0,99.75473083496094,3.0,99.71473083496093,1.0,99.76473083496094,7.0
99.73552,99.72551940917968,1.0,99.74551940917969,2.0,99.71551940917968,6.0,99.7555194091797,2.0,99.70551940917967,4.0,99.7655194091797,2.0
99.76742,99.75241790771484,6.0,99.78241790771484,8.0,99.74241790771484,1.0,99.79241790771485,4.0,99.73241790771483,3.0,99.80241790771485,6.0
99.77212,99.7571176147461,3.0,99.7871176147461,7.0,99.74711761474609,6.0,99.7971176147461,8.0,99.73711761474608,1.0,99.8071176147461,9.0
99.767365,99.75736450195312,3.0,99.77736450195313,2.0,99.74736450195311,9.0,99.78736450195314,8.0,99.73736450195311,2.0,99.79736450195314,5.0
99.73637,99.72136627197266,6.0,99.75136627197266,2.0,99.71136627197265,4.0,99.76136627197266,4.0,99.70136627197265,3.0,99.77136627197267,9.0
99.686264,99.68126403808594,7.0,99.69126403808593,9.0,99.67126403808594,8.0,99.70126403808594,8.0,99.66126403808593,2.0,99.71126403808594,2.0
99.671715,99.65671478271484,7.0,99.68671478271484,7.0,99.64671478271484,4.0,99.69671478271485,5.0,99.63671478271483,1.0,99.70671478271485,3.0
99.67011,99.66011260986328,2.0,99.68011260986329,2.0,99.65011260986327,1.0,99.69011260986329,2.0,99.64011260986327,9.0,99.7001126098633,7.0
99.72297,99.70796905517578,3.0,99.73796905517578,6.0,99.69796905517578,9.0,99.74796905517579,4.0,99.68796905517577,6.0,99.75796905517579,7.0
99.72687,99.71186767578125,9.0,99.74186767578125,6.0,99.70186767578124,6.0,99.75186767578126,8.0,99.69186767578124,7.0,99.76186767578126,4.0
99.75627,99.74627136230468,5.0,99.76627136230469,3.0,99.73627136230468,5.0,99.7762713623047,6.0,99.72627136230467,9.0,99.7862713623047,6.0
99.74133,99.7363330078125,9.0,99.7463330078125,6.0,99.7263330078125,3.0,99.7563330078125,7.0,99.7163330078125,4.0,99.7663330078125,4.0
99.70587,99.69087158203125,8.0,99.72087158203125,5.0,99.68087158203124,4.0,99.73087158203126,8.0,99.67087158203124,2.0,99.74087158203126,7.0
99.677,99.667001953125,8.0,99.687001953125,4.0,99.65700195312499,8.0,99.69700195312501,1.0,99.64700195312498,7.0,99.70700195312502,1.0
99.65532,99.64531921386718,2.0,99.66531921386719,9.0,99.63531921386718,7.0,99.6753192138672,1.0,99.62531921386717,9.0,99.6853192138672,3.0
99.718956,99.70895599365234,1.0,99.72895599365235,1.0,99.69895599365233,3.0,99.73895599365235,5.0,99.68895599365233,5.0,99.74895599365236,8.0
99.69438,99.68938171386719,7.0,99.69938171386718,1.0,99.67938171386719,3.0,99.70938171386719,2.0,99.66938171386718,2.0,99.7193817138672,6.0
99.71946,99.7044595336914,7.0,99.7344595336914,8.0,99.6944595336914,6.0,99.74445953369141,1.0,99.6844595336914,4.0,99.75445953369142,8.0
99.692444,99.68744384765625,1.0,99.69744384765625,8.0,99.67744384765625,1.0,99.70744384765625,9.0,99.66744384765624,7.0,99.71744384765626,6.0
99.72031,99.71030639648437,1.0,99.73030639648438,4.0,99.70030639648436,8.0,99.74030639648439,9.0,99.69030639648436,5.0,99.75030639648439,8.0
99.73183,99.71682678222656,1.0,99.74682678222656,6.0,99.70682678222656,6.0,99.75682678222657,5.0,99.69682678222655,7.0,99.76682678222657,9.0
99.727135,99.71713470458984,3.0,99.73713470458985,9.0,99.70713470458983,9.0,99.74713470458985,7.0,99.69713470458983,6.0,99.75713470458986,1.0
99.725914,99.71591400146484,2.0,99.73591400146485,5.0,99.70591400146483,8.0,99.74591400146485,3.0,99.69591400146483,9.0,99.75591400146486,2.0
99.70633,99.70132934570313,9.0,99.71132934570312,1.0,99.69132934570312,7.0,99.72132934570313,7.0,99.68132934570312,3.0,99.73132934570313,1.0
99.71967,99.71467315673829,1.0,99.72467315673828,7.0,99.70467315673828,8.0,99.73467315673828,9.0,99.69467315673828,8.0,99.74467315673829,7.0
99.70606,99.69106231689453,7.0,99.72106231689453,6.0,99.68106231689453,9.0,99.73106231689454,3.0,99.67106231689452,4.0,99.74106231689454,9.0
99.669395,99.66439544677735,3.0,99.67439544677734,2.0,99.65439544677734,3.0,99.68439544677734,6.0,99.64439544677734,8.0,99.69439544677735,2.0
99.63119,99.61618743896484,7.0,99.64618743896484,9.0,99.60618743896484,7.0,99.65618743896485,2.0,99.59618743896483,5.0,99.66618743896485,9.0
99.636345,99.62134490966797,6.0,99.65134490966797,9.0,99.61134490966796,7.0,99.66134490966797,1.0,99.60134490966796,9.0,99.67134490966798,2.0
99.68355,99.67354797363281,3.0,99.69354797363282,7.0,99.6635479736328,1.0,99.70354797363282,6.0,99.6535479736328,8.0,99.71354797363283,8.0
99.68833,99.68333160400391,9.0,99.6933316040039,4.0,99.6733316040039,7.0,99.7033316040039,5.0,99.6633316040039,1.0,99.71333160400391,1.0
